V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,class
0.991973,0.763366,0.838614,0.302742,0.76202,0.268714,0.258846,0.787853,0.513263,0.511392,0.170906,0.70719,0.489386,0.629656,0.406092,0.480532,0.696211,0.712009,0.521426,0.578007,0.56453,0.546625,0.666564,0.236994,0.568049,0.340682,0.418365,0.312559,5.8e-05,0
0.953172,0.780112,0.853973,0.32533,0.771017,0.249104,0.272828,0.782072,0.411365,0.514038,0.268969,0.713394,0.485817,0.656339,0.281724,0.458487,0.712245,0.608437,0.428425,0.578287,0.565203,0.53816,0.666552,0.506441,0.532176,0.373328,0.41978,0.317917,4.4e-05,0
0.990511,0.766606,0.815798,0.279095,0.765425,0.25374,0.265605,0.782614,0.480678,0.498525,0.288529,0.738295,0.547068,0.601136,0.355226,0.459995,0.747391,0.642298,0.531935,0.580766,0.560744,0.506841,0.668846,0.532166,0.563573,0.479648,0.415682,0.313007,0.002528,0
0.981239,0.765069,0.835476,0.255182,0.766864,0.270699,0.262808,0.786424,0.414773,0.528786,0.299167,0.732489,0.564818,0.649818,0.360331,0.414255,0.709567,0.765835,0.500804,0.575441,0.556831,0.497922,0.662566,0.199904,0.615843,0.395073,0.417647,0.313165,0.000272,0
0.956872,0.777609,0.843792,0.221303,0.770151,0.253615,0.272902,0.779854,0.46674,0.508469,0.244069,0.722331,0.511831,0.634967,0.306556,0.440446,0.7154,0.587355,0.553471,0.580857,0.557227,0.48817,0.665826,0.372849,0.548793,0.440191,0.413114,0.31053,7.7e-05,0
0.774809,0.625895,0.844536,0.302837,0.851562,0.194022,0.215612,0.778177,0.511551,0.539401,0.405255,0.62147,0.540949,0.706666,0.32003,0.467175,0.766824,0.506652,0.558486,0.55634,0.564244,0.498889,0.63131,0.212756,0.627605,0.46635,0.451236,0.292487,0.012396,0
0.929583,0.778547,0.845416,0.39351,0.761484,0.26961,0.26028,0.787174,0.426181,0.522565,0.285994,0.723671,0.411564,0.669627,0.272464,0.450003,0.744904,0.691331,0.6809,0.573493,0.57514,0.511006,0.660369,0.390701,0.551269,0.460005,0.415043,0.306575,0.003115,0
0.935777,0.774381,0.853728,0.227951,0.766863,0.253017,0.274492,0.783598,0.435938,0.506138,0.378575,0.744305,0.480433,0.657012,0.290473,0.459186,0.709441,0.624359,0.54263,0.582533,0.55662,0.474839,0.670262,0.452319,0.571042,0.418272,0.424489,0.317941,0.00529,0
0.942735,0.773381,0.834407,0.195434,0.769186,0.257053,0.269307,0.789037,0.48212,0.478759,0.201903,0.732084,0.477329,0.653082,0.283277,0.421073,0.730188,0.645934,0.576547,0.580912,0.565651,0.549484,0.662858,0.469467,0.589479,0.318433,0.422312,0.315945,0.001946,0
0.946895,0.77667,0.870611,0.263492,0.763766,0.260054,0.268952,0.784905,0.459832,0.498026,0.28725,0.735518,0.49099,0.633115,0.320984,0.424149,0.743618,0.564966,0.549831,0.579134,0.559548,0.499345,0.665623,0.468332,0.562714,0.443179,0.412798,0.314267,0.000912,0
0.952341,0.780101,0.890179,0.435547,0.767204,0.282618,0.264775,0.789191,0.401171,0.540321,0.329196,0.702035,0.48512,0.63497,0.381186,0.463899,0.720932,0.719445,0.660928,0.584303,0.562707,0.528587,0.661832,0.475379,0.569466,0.477667,0.416055,0.310739,0.000367,0
0.954848,0.777468,0.840518,0.223699,0.768191,0.252027,0.270944,0.783952,0.471159,0.506917,0.228183,0.698033,0.400353,0.651856,0.316072,0.444776,0.721693,0.599774,0.549254,0.580634,0.556737,0.481005,0.666699,0.37682,0.551185,0.450018,0.423094,0.316246,3.9e-05,0
0.980246,0.773034,0.821763,0.277122,0.769265,0.256261,0.266915,0.784425,0.452654,0.497803,0.348736,0.704387,0.407197,0.610748,0.364991,0.481535,0.746069,0.728458,0.581938,0.579577,0.558862,0.488251,0.662582,0.298335,0.613495,0.491513,0.415793,0.313595,3e-05,0
0.979519,0.767123,0.844752,0.285931,0.763149,0.260372,0.264485,0.784592,0.484482,0.503992,0.213188,0.72137,0.473521,0.636144,0.30866,0.443229,0.727276,0.623944,0.593502,0.579466,0.559263,0.503139,0.663302,0.372105,0.61326,0.497725,0.416259,0.313295,0.000479,0
0.948996,0.780462,0.883409,0.364373,0.764476,0.261251,0.268497,0.785854,0.423661,0.51202,0.264986,0.72239,0.502692,0.634142,0.297746,0.443043,0.73538,0.604203,0.56902,0.580685,0.557776,0.484508,0.665525,0.505281,0.563018,0.387521,0.418748,0.315721,5.9e-05,0
0.892969,0.771519,0.843967,0.219512,0.760595,0.258416,0.264309,0.792566,0.479261,0.509985,0.288032,0.711304,0.405641,0.659477,0.435872,0.458333,0.740003,0.555821,0.462829,0.569396,0.55766,0.490973,0.667364,0.401572,0.550156,0.520865,0.404314,0.313482,0.001946,0
0.942524,0.769965,0.856781,0.275094,0.773518,0.256298,0.266148,0.785289,0.443603,0.500739,0.275625,0.717057,0.531902,0.629595,0.443283,0.444984,0.740927,0.621963,0.594222,0.582235,0.559904,0.492285,0.667922,0.341724,0.538661,0.445824,0.415585,0.319762,3.5e-05,0
0.991167,0.758586,0.826999,0.287393,0.762063,0.265159,0.262344,0.78467,0.462485,0.523674,0.171309,0.735606,0.552779,0.623695,0.232756,0.391186,0.72961,0.685918,0.532843,0.575453,0.547518,0.424397,0.670749,0.273432,0.558741,0.250792,0.417907,0.312779,0.003361,0
0.946773,0.775071,0.883986,0.30142,0.760536,0.264795,0.264893,0.789538,0.475631,0.501575,0.264012,0.697406,0.359666,0.640162,0.387919,0.426844,0.747417,0.632576,0.568212,0.580913,0.561899,0.527112,0.664329,0.461751,0.568308,0.374474,0.424322,0.316947,0.000389,0
0.979074,0.773394,0.835912,0.364229,0.769165,0.267234,0.265244,0.786439,0.456727,0.510016,0.175034,0.678099,0.426597,0.603266,0.308517,0.483465,0.73585,0.675858,0.545554,0.579261,0.554338,0.454517,0.663804,0.228059,0.608611,0.410302,0.416818,0.313912,0.000591,0
0.943196,0.764887,0.86872,0.180319,0.761535,0.265323,0.268795,0.786431,0.410251,0.505067,0.305004,0.71938,0.502086,0.639077,0.288526,0.422935,0.712037,0.763251,0.528534,0.579551,0.553461,0.450147,0.6681,0.329233,0.585503,0.482561,0.415716,0.314359,0.005904,0
0.963537,0.762309,0.810541,0.160997,0.774943,0.254601,0.276204,0.773639,0.421695,0.526871,0.215079,0.681615,0.568576,0.628887,0.283473,0.467285,0.715936,0.550729,0.612282,0.581978,0.567831,0.581768,0.66579,0.400275,0.498642,0.358015,0.415554,0.310443,0.00642,0
0.992514,0.765914,0.81986,0.266378,0.764573,0.253435,0.265676,0.783577,0.474574,0.514006,0.342709,0.738993,0.411302,0.665058,0.290055,0.452043,0.71719,0.629171,0.594847,0.577641,0.557658,0.481802,0.670563,0.391038,0.55795,0.453915,0.415087,0.311698,3.5e-05,0
0.926409,0.769531,0.881486,0.392485,0.759415,0.287683,0.26033,0.795552,0.463976,0.516366,0.22762,0.733119,0.507683,0.608919,0.207207,0.45106,0.735288,0.730495,0.727655,0.577724,0.562594,0.550525,0.666443,0.281476,0.603874,0.520404,0.411906,0.315332,0.004247,0
0.973423,0.759247,0.852242,0.232498,0.758736,0.261024,0.262359,0.78454,0.564573,0.475766,0.337532,0.661755,0.658775,0.683104,0.388569,0.423596,0.754337,0.658551,0.55163,0.582459,0.563512,0.538233,0.66175,0.39586,0.606273,0.333754,0.417631,0.314221,0.006446,0
0.978333,0.768356,0.838694,0.300527,0.765218,0.259401,0.265996,0.784177,0.467834,0.509687,0.21142,0.690989,0.426864,0.658157,0.418307,0.464496,0.708844,0.671681,0.549858,0.579937,0.561594,0.506186,0.662142,0.318848,0.616344,0.379533,0.416647,0.313621,0.002335,0
0.994258,0.753809,0.825349,0.210329,0.757939,0.26,0.257742,0.786384,0.47904,0.525518,0.201174,0.633986,0.305896,0.644124,0.402844,0.500326,0.730288,0.616203,0.595168,0.579766,0.567432,0.551412,0.667308,0.443039,0.564901,0.412409,0.41631,0.312339,0.001946,0
0.692679,0.579931,0.867597,0.452292,0.894839,0.132225,0.183323,0.781045,0.599031,0.570358,0.424739,0.680186,0.557621,0.701356,0.347709,0.466327,0.736674,0.585354,0.676979,0.505308,0.516482,0.422114,0.569357,0.499922,0.542741,0.516062,0.495494,0.275187,0.000208,0
0.97959,0.768507,0.843978,0.253229,0.763694,0.256815,0.265271,0.783697,0.462656,0.504453,0.296443,0.738404,0.547165,0.646908,0.427068,0.447652,0.727805,0.578299,0.534887,0.579929,0.560372,0.505908,0.666373,0.405882,0.589839,0.581286,0.415457,0.313194,3.9e-05,0
0.860123,0.82198,0.767616,0.195056,0.756892,0.249883,0.261291,0.801814,0.57801,0.609479,0.31574,0.700207,0.292146,0.625174,0.372322,0.459854,0.749119,0.740333,0.533678,0.598547,0.560168,0.533441,0.669024,0.301386,0.609201,0.4048,0.432754,0.331286,0.000101,0
0.965038,0.785156,0.77997,0.259951,0.772151,0.256289,0.257442,0.725759,0.446815,0.459287,0.253008,0.675747,0.267896,0.602441,0.308889,0.479098,0.798471,0.708327,0.472192,0.591107,0.519675,0.539143,0.668776,0.446821,0.607869,0.523109,0.414694,0.317033,3e-05,0
0.997195,0.756377,0.794001,0.177216,0.765293,0.250309,0.266073,0.778618,0.375145,0.547077,0.328695,0.715715,0.558721,0.653718,0.227351,0.408965,0.743542,0.649389,0.587174,0.577178,0.564618,0.559252,0.661724,0.342084,0.616009,0.47421,0.415201,0.311269,0.002297,0
0.934843,0.759329,0.870486,0.166613,0.769554,0.262217,0.269311,0.782625,0.483468,0.49429,0.349082,0.714004,0.421365,0.633245,0.369707,0.457151,0.703457,0.699666,0.588532,0.581827,0.563478,0.54208,0.665367,0.485562,0.605231,0.543984,0.408512,0.305514,0.003892,0
0.988761,0.761796,0.820193,0.257188,0.76404,0.256415,0.265672,0.783836,0.471557,0.512684,0.341372,0.743704,0.473398,0.662742,0.348498,0.472373,0.703612,0.638596,0.593686,0.581152,0.555807,0.44813,0.671252,0.331687,0.535975,0.426632,0.414787,0.312316,0.004894,0
0.980932,0.771214,0.832375,0.274909,0.766908,0.253401,0.268218,0.781454,0.453886,0.508332,0.246479,0.718846,0.511816,0.656159,0.385794,0.449178,0.717556,0.625931,0.56865,0.579687,0.561445,0.514084,0.662363,0.376715,0.622944,0.507716,0.415475,0.313065,0.000136,0
0.995754,0.749274,0.828746,0.186463,0.754543,0.260653,0.255654,0.785373,0.439943,0.540075,0.206733,0.661652,0.443771,0.623453,0.335577,0.439514,0.74342,0.683593,0.538693,0.576301,0.562334,0.538815,0.667958,0.480566,0.565676,0.421636,0.417078,0.312499,0.001899,0
0.976276,0.745862,0.777269,0.198345,0.766637,0.247105,0.275791,0.77683,0.483689,0.491209,0.33763,0.757231,0.472952,0.684309,0.319726,0.410212,0.72359,0.666373,0.654691,0.590974,0.572446,0.552878,0.65317,0.348845,0.615797,0.450455,0.412968,0.313068,0.022976,0
0.979507,0.767092,0.852393,0.266374,0.759983,0.254599,0.262572,0.783392,0.524049,0.498137,0.320373,0.609386,0.565655,0.697469,0.38198,0.465305,0.74008,0.666417,0.532146,0.579198,0.56034,0.512161,0.665264,0.436407,0.589068,0.594029,0.41483,0.313228,0.000582,0
0.955652,0.775455,0.852018,0.285256,0.769273,0.283022,0.261655,0.774189,0.442697,0.507958,0.422942,0.758832,0.467505,0.669799,0.452457,0.410512,0.754697,0.554663,0.474185,0.575643,0.590333,0.529655,0.665063,0.245996,0.61089,0.417831,0.422092,0.317361,0.00058,0
0.956424,0.770435,0.865211,0.190605,0.764184,0.255822,0.269045,0.78202,0.399003,0.52057,0.367016,0.725437,0.503493,0.64615,0.327827,0.408966,0.720353,0.715243,0.560409,0.577111,0.548615,0.426831,0.66782,0.42048,0.540967,0.494901,0.413203,0.309508,0.000311,0
0.873106,0.820147,0.781266,0.182117,0.761382,0.250604,0.266119,0.795435,0.578928,0.609308,0.255696,0.725074,0.484373,0.583461,0.332381,0.454113,0.745543,0.619319,0.497779,0.605737,0.547711,0.450555,0.671759,0.447678,0.615781,0.459141,0.454144,0.338655,0.000347,0
0.932667,0.767646,0.850748,0.174839,0.765509,0.258943,0.261797,0.756511,0.392735,0.500865,0.336564,0.695049,0.393397,0.666011,0.27804,0.500954,0.72802,0.57716,0.60603,0.586249,0.538842,0.503428,0.671157,0.375033,0.577883,0.31516,0.419068,0.314056,0.003659,0
0.97819,0.764646,0.848586,0.244889,0.760374,0.259107,0.262419,0.787451,0.474956,0.507793,0.38108,0.713105,0.326894,0.668873,0.408034,0.459649,0.726124,0.636273,0.554815,0.578327,0.56058,0.498924,0.667704,0.413454,0.574109,0.573969,0.415239,0.31303,0.000295,0
0.978283,0.768662,0.839611,0.272712,0.765161,0.261856,0.264308,0.787202,0.461857,0.506118,0.365823,0.71397,0.368963,0.651417,0.396341,0.466397,0.730317,0.653574,0.552548,0.578654,0.55763,0.474266,0.667112,0.330898,0.584261,0.446715,0.416137,0.313382,0.000389,0
0.959264,0.773026,0.822176,0.235051,0.776631,0.256157,0.26936,0.784572,0.45354,0.491991,0.297872,0.705662,0.449119,0.620935,0.342845,0.467489,0.727823,0.764209,0.603772,0.580627,0.566578,0.552212,0.661362,0.224221,0.563346,0.407628,0.418845,0.31552,0.000325,0
0.977143,0.768428,0.840955,0.297947,0.762276,0.256924,0.264184,0.78606,0.47664,0.496371,0.368578,0.728475,0.380252,0.604547,0.270258,0.457949,0.759985,0.690388,0.57843,0.579497,0.55968,0.50145,0.664086,0.444159,0.603941,0.487769,0.416341,0.313868,0.001151,0
0.992619,0.768331,0.809571,0.267305,0.768178,0.256299,0.265797,0.784417,0.471416,0.504511,0.360545,0.734148,0.429316,0.625929,0.29985,0.464207,0.739899,0.663607,0.584663,0.578508,0.556589,0.472106,0.670685,0.471773,0.559977,0.448858,0.415268,0.312326,3.5e-05,0
0.993135,0.765951,0.812428,0.260224,0.766367,0.254144,0.265911,0.783348,0.479692,0.513063,0.319138,0.719916,0.383687,0.674261,0.348232,0.452978,0.707305,0.697437,0.577666,0.577305,0.565774,0.550031,0.664801,0.338783,0.591989,0.408219,0.415962,0.311628,0.000105,0
0.948327,0.770107,0.832598,0.303522,0.767651,0.265623,0.28047,0.780522,0.483771,0.503671,0.352134,0.593855,0.449654,0.71997,0.221877,0.420675,0.745807,0.706964,0.633244,0.588133,0.563423,0.529802,0.671676,0.312736,0.58237,0.35273,0.418761,0.313554,0.013218,0
0.991499,0.768266,0.799226,0.294453,0.772698,0.258969,0.26953,0.782927,0.451322,0.519421,0.314391,0.720923,0.406116,0.682144,0.311006,0.446602,0.708008,0.669448,0.563567,0.578635,0.564239,0.528542,0.664199,0.410497,0.604448,0.342315,0.415559,0.311844,0.002324,0
0.946536,0.781115,0.828382,0.230485,0.770262,0.259591,0.268594,0.791225,0.451605,0.481374,0.330266,0.719729,0.40446,0.603877,0.224992,0.460676,0.763777,0.711342,0.560514,0.579778,0.563433,0.53281,0.662713,0.466362,0.566813,0.512676,0.421016,0.31714,0.00056,0
0.977524,0.768843,0.845985,0.26966,0.765755,0.265915,0.264404,0.787367,0.451862,0.508648,0.4067,0.76312,0.511184,0.658468,0.393841,0.4455,0.726884,0.582468,0.519761,0.579115,0.559176,0.493762,0.668073,0.345156,0.581333,0.4474,0.416595,0.31319,3.9e-05,0
0.95339,0.779628,0.862481,0.301439,0.772784,0.273368,0.27007,0.78415,0.483646,0.505389,0.38685,0.670595,0.733619,0.678223,0.234309,0.418052,0.747672,0.658754,0.651143,0.583916,0.557985,0.521279,0.66068,0.271188,0.578994,0.382683,0.421088,0.312323,0.000502,0
0.920114,0.798003,0.7898,0.197101,0.76786,0.253819,0.265355,0.8008,0.485565,0.501153,0.340961,0.659178,0.607321,0.754081,0.213615,0.448767,0.747479,0.688625,0.557036,0.580605,0.564275,0.539937,0.665317,0.409814,0.578948,0.434542,0.421736,0.318146,6.6e-05,0
0.940527,0.771324,0.854548,0.214213,0.770974,0.282537,0.26242,0.797907,0.466356,0.482735,0.253274,0.715854,0.440755,0.650423,0.415544,0.42215,0.754375,0.540358,0.421576,0.5775,0.568315,0.569256,0.663786,0.298535,0.55542,0.542343,0.417292,0.313731,0.000292,0
0.951514,0.759716,0.821847,0.214035,0.761974,0.261055,0.27866,0.780666,0.412267,0.507098,0.208001,0.684037,0.459372,0.660264,0.334715,0.383009,0.72864,0.750534,0.523387,0.58387,0.563377,0.51978,0.679072,0.472261,0.544482,0.3689,0.418602,0.318797,0.015684,0
0.952873,0.780093,0.850773,0.265494,0.770552,0.259284,0.272786,0.782172,0.434917,0.501212,0.225409,0.720874,0.572786,0.644727,0.371211,0.449336,0.709347,0.648968,0.576192,0.580419,0.561785,0.514795,0.660706,0.325058,0.603283,0.366213,0.414991,0.313211,0.0013,0
0.97593,0.771289,0.849901,0.352969,0.766565,0.270139,0.264253,0.789354,0.43256,0.524696,0.37594,0.718092,0.37698,0.669948,0.370628,0.462728,0.722778,0.599783,0.457594,0.577677,0.559127,0.485546,0.668342,0.332563,0.580081,0.389206,0.416799,0.313353,0.000443,0
0.993045,0.765899,0.819927,0.254636,0.765767,0.256345,0.265109,0.783494,0.480086,0.510046,0.245542,0.717979,0.480737,0.654859,0.40232,0.465459,0.711252,0.602725,0.571323,0.579018,0.553958,0.443945,0.673576,0.453808,0.540132,0.424596,0.415145,0.312312,0.000724,0
0.9598,0.749399,0.828523,0.295043,0.761799,0.262975,0.270564,0.78367,0.454332,0.503113,0.372468,0.756766,0.483405,0.660818,0.307839,0.437435,0.731156,0.616452,0.553508,0.591462,0.567349,0.50686,0.656483,0.398966,0.598645,0.50785,0.413846,0.31491,0.022342,0
0.941278,0.775061,0.873,0.280125,0.767454,0.254889,0.26859,0.782853,0.482324,0.494229,0.326718,0.612371,0.614308,0.697768,0.376782,0.445905,0.748098,0.651785,0.610686,0.580385,0.55578,0.474858,0.668523,0.425247,0.583628,0.45649,0.414908,0.314012,0.000623,0
0.99127,0.76211,0.783355,0.214302,0.772049,0.248357,0.273075,0.776816,0.470594,0.502229,0.205093,0.728791,0.54972,0.664817,0.336824,0.423103,0.719964,0.616947,0.631385,0.582784,0.566391,0.547324,0.6584,0.271699,0.620104,0.60704,0.413318,0.311513,0.006695,0
0.993315,0.766814,0.819068,0.270441,0.764786,0.250791,0.266531,0.781715,0.480809,0.510166,0.242863,0.723157,0.462136,0.654558,0.338321,0.445752,0.722662,0.592307,0.574398,0.577956,0.556849,0.477933,0.670479,0.388903,0.561307,0.457297,0.415219,0.311915,7.7e-05,0
0.994892,0.758304,0.809997,0.20054,0.764529,0.258715,0.262543,0.783513,0.435746,0.529736,0.330527,0.706051,0.486726,0.649774,0.314275,0.488876,0.722524,0.609698,0.628249,0.58137,0.569392,0.571119,0.664423,0.438984,0.590615,0.432113,0.415604,0.3118,0.001785,0
0.992638,0.767944,0.804105,0.300013,0.771214,0.26087,0.267712,0.784562,0.468133,0.518209,0.293486,0.709571,0.326303,0.678152,0.26143,0.438517,0.717557,0.664229,0.581465,0.57674,0.562374,0.521712,0.665274,0.417184,0.603374,0.341687,0.415908,0.311666,0.00035,0
0.978852,0.767154,0.848854,0.289585,0.760985,0.256393,0.264464,0.784706,0.484196,0.504702,0.240543,0.71063,0.399543,0.646233,0.33099,0.444363,0.73207,0.608613,0.580722,0.578734,0.556613,0.47525,0.666608,0.43595,0.595553,0.455124,0.416133,0.313469,0.000504,0
0.993996,0.757901,0.811559,0.205405,0.763186,0.255959,0.262889,0.783205,0.435084,0.529867,0.34948,0.7046,0.454749,0.653943,0.3123,0.48442,0.727967,0.600494,0.617744,0.581292,0.569673,0.571012,0.665055,0.493449,0.587412,0.42676,0.415462,0.311897,0.002335,0
0.984158,0.756409,0.840381,0.181102,0.757853,0.259921,0.259057,0.784827,0.392499,0.542107,0.320105,0.686067,0.480341,0.641754,0.331142,0.4494,0.731562,0.700964,0.587099,0.577072,0.558118,0.498437,0.664512,0.332283,0.602869,0.395829,0.416957,0.313203,0.000584,0
0.939441,0.773533,0.896169,0.322347,0.763705,0.269285,0.264418,0.791384,0.455,0.50228,0.296895,0.722189,0.370291,0.624396,0.132752,0.469681,0.716026,0.669608,0.476813,0.578172,0.561608,0.515341,0.661225,0.451905,0.597617,0.405741,0.417579,0.314513,5.9e-05,0
0.979388,0.767193,0.8367,0.285649,0.767204,0.269031,0.263477,0.787507,0.46961,0.513689,0.257052,0.693572,0.392676,0.66232,0.38649,0.484097,0.690798,0.747382,0.589008,0.579427,0.56326,0.52137,0.660066,0.193392,0.621478,0.403955,0.416831,0.313168,0.0012,0
0.993257,0.766444,0.818888,0.270677,0.764527,0.250698,0.266373,0.781962,0.482958,0.510402,0.238673,0.714873,0.43016,0.657336,0.341727,0.446375,0.723349,0.595817,0.574576,0.577709,0.556788,0.476314,0.670532,0.387389,0.560489,0.457495,0.415163,0.311903,0.00014,0
0.977231,0.767858,0.863964,0.316673,0.757947,0.258114,0.262452,0.785345,0.486839,0.503899,0.277177,0.749785,0.523832,0.628119,0.338197,0.445328,0.727847,0.628254,0.530537,0.579369,0.561238,0.519844,0.666147,0.509444,0.599142,0.352726,0.417986,0.314056,0.000389,0
0.950436,0.772924,0.809593,0.243802,0.782096,0.304662,0.265115,0.801379,0.467454,0.479633,0.238661,0.70715,0.405229,0.607906,0.236922,0.441458,0.758254,0.685533,0.512054,0.579612,0.567135,0.557113,0.664142,0.46772,0.595599,0.376465,0.416453,0.313273,0.003762,0
0.973888,0.764537,0.861959,0.336298,0.760871,0.271779,0.26146,0.788743,0.539685,0.495292,0.389329,0.678496,0.55821,0.675725,0.099523,0.416292,0.76958,0.60788,0.576181,0.578936,0.553979,0.474061,0.666288,0.404476,0.596425,0.330009,0.417464,0.313614,0.002581,0
0.995273,0.767597,0.795734,0.247184,0.77061,0.249519,0.269701,0.780157,0.47725,0.509695,0.199692,0.683273,0.365558,0.679466,0.380738,0.435618,0.719275,0.635633,0.5888,0.577096,0.562951,0.527419,0.663713,0.281727,0.60531,0.473532,0.414833,0.311309,0.000135,0
0.990174,0.760105,0.837936,0.294441,0.758085,0.264096,0.258227,0.787947,0.542335,0.491262,0.19907,0.725948,0.439267,0.565121,0.219863,0.452796,0.763209,0.661369,0.586013,0.578721,0.558304,0.507648,0.668478,0.362614,0.554916,0.519772,0.417167,0.312895,0.001052,0
0.944098,0.764339,0.884944,0.198094,0.761757,0.268527,0.26303,0.786935,0.440981,0.514669,0.31183,0.734539,0.573667,0.614638,0.34794,0.41634,0.706445,0.82962,0.535444,0.581064,0.559483,0.528862,0.661039,0.337288,0.599358,0.412711,0.420204,0.311572,0.001983,0
0.991986,0.762684,0.833439,0.27571,0.759789,0.256555,0.261428,0.78506,0.51653,0.505712,0.220959,0.710591,0.410569,0.643395,0.376569,0.452449,0.717773,0.671534,0.545213,0.577383,0.564457,0.546139,0.667393,0.389643,0.571351,0.390618,0.417227,0.312346,0.000194,0
0.937885,0.716222,0.812478,0.281337,0.74985,0.256806,0.274361,0.779239,0.436666,0.509425,0.229239,0.678672,0.376722,0.665808,0.356494,0.399783,0.743634,0.724231,0.494133,0.60328,0.567171,0.439825,0.647936,0.444976,0.571923,0.581057,0.41038,0.317791,0.052768,0
0.992491,0.75553,0.828798,0.214637,0.757489,0.25429,0.260341,0.78361,0.459462,0.523977,0.252055,0.6848,0.470708,0.63725,0.400581,0.49636,0.729848,0.557134,0.591027,0.581653,0.562657,0.50893,0.670146,0.366989,0.546005,0.347072,0.416428,0.312586,0.003484,0
0.945299,0.770567,0.878158,0.15743,0.762967,0.260341,0.267014,0.786913,0.511115,0.482884,0.320451,0.707675,0.311279,0.643993,0.351736,0.448936,0.709153,0.724221,0.597413,0.580412,0.560656,0.51869,0.658954,0.378511,0.606387,0.298439,0.419765,0.311056,3.9e-05,0
0.945625,0.776134,0.849979,0.292309,0.77093,0.258871,0.274106,0.78462,0.4244,0.503382,0.314976,0.691741,0.298464,0.680555,0.287525,0.418692,0.735796,0.675646,0.654918,0.581235,0.563886,0.524484,0.659353,0.380972,0.636782,0.391966,0.416551,0.314027,0.002949,0
0.951205,0.776225,0.862733,0.291939,0.766876,0.259186,0.272028,0.781775,0.446512,0.509361,0.290193,0.701717,0.439675,0.651162,0.433158,0.424398,0.733782,0.621283,0.560375,0.5802,0.56407,0.543452,0.665252,0.43827,0.556317,0.366305,0.415091,0.311508,0.002022,0
0.941313,0.775646,0.874498,0.322176,0.759682,0.272843,0.261844,0.797149,0.478675,0.499557,0.29819,0.720301,0.264262,0.650364,0.195963,0.408196,0.768082,0.629604,0.682102,0.579093,0.55676,0.486408,0.665452,0.406568,0.569256,0.36154,0.422141,0.315276,0.000228,0
0.956482,0.779314,0.807893,0.243272,0.783032,0.293769,0.265761,0.797838,0.434499,0.509655,0.257897,0.701653,0.444817,0.678278,0.397488,0.445932,0.717315,0.678404,0.621924,0.580897,0.563461,0.523591,0.665897,0.517696,0.548173,0.360536,0.422364,0.316368,0.000105,0
0.987621,0.76146,0.831222,0.315231,0.76233,0.264219,0.261347,0.786643,0.538464,0.509012,0.35238,0.607517,0.455354,0.712347,0.307236,0.47406,0.722478,0.748279,0.5148,0.578548,0.563934,0.532862,0.665715,0.303713,0.566655,0.328107,0.416468,0.312402,0.004476,0
0.970779,0.757323,0.848015,0.166327,0.763011,0.261385,0.262799,0.780165,0.405319,0.550769,0.321305,0.696689,0.545805,0.612184,0.287288,0.422836,0.73417,0.696718,0.639076,0.579013,0.561025,0.547643,0.667745,0.330295,0.493448,0.379054,0.412612,0.30786,0.000187,0
0.943688,0.777161,0.855809,0.174179,0.774065,0.260432,0.273559,0.784894,0.434153,0.484923,0.299295,0.740467,0.509545,0.648336,0.215568,0.468724,0.694922,0.631643,0.521789,0.579172,0.557199,0.470863,0.659137,0.27623,0.619536,0.452674,0.415026,0.313432,0.000486,0
0.971861,0.756832,0.836236,0.224662,0.761384,0.2599,0.266345,0.784369,0.51499,0.482632,0.252653,0.741048,0.459944,0.64723,0.393866,0.412478,0.740603,0.603958,0.614254,0.583793,0.559978,0.487855,0.661885,0.346289,0.607651,0.299259,0.417199,0.314316,0.009298,0
0.992554,0.765604,0.811943,0.258727,0.767121,0.257243,0.26553,0.784454,0.478785,0.512715,0.338644,0.721775,0.374148,0.675235,0.35392,0.448934,0.712023,0.686829,0.562715,0.577517,0.566183,0.55099,0.666007,0.478571,0.589338,0.399911,0.415907,0.311847,0.00033,0
0.981219,0.752126,0.824894,0.28777,0.758623,0.257633,0.264617,0.783616,0.498703,0.507693,0.22576,0.706903,0.447925,0.648017,0.406017,0.468864,0.710631,0.672259,0.522426,0.585403,0.567655,0.531779,0.663408,0.37369,0.555365,0.479027,0.415047,0.313398,0.013546,0
0.972068,0.743562,0.837646,0.206003,0.753869,0.261601,0.261453,0.784502,0.403834,0.536012,0.316035,0.694529,0.444814,0.636574,0.2445,0.431207,0.748567,0.673864,0.601005,0.583941,0.559112,0.47697,0.660891,0.383031,0.595801,0.38037,0.415902,0.314431,0.013971,0
0.992987,0.76653,0.818898,0.270772,0.764761,0.250844,0.266641,0.781645,0.480409,0.510028,0.24357,0.724554,0.467607,0.654173,0.33785,0.445691,0.722556,0.591866,0.574112,0.57822,0.55696,0.47795,0.670336,0.389226,0.561231,0.457085,0.415192,0.311953,0.000467,0
0.948717,0.782308,0.829657,0.260902,0.773492,0.24878,0.278015,0.779356,0.445694,0.4657,0.293106,0.652518,0.347651,0.55116,0.41923,0.451246,0.80491,0.760125,0.595764,0.583691,0.560289,0.504422,0.658571,0.348586,0.636127,0.378952,0.414302,0.311216,0.004087,0
